City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
347,Vacaville,US,51.8,scattered clouds,38.3566,-121.9877,Hampton Inn & Suites Vacaville-Napa Valley
348,Coihaique,CL,68.0,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
349,Havelock,US,42.01,clear sky,34.8791,-76.9013,Sherwood Motel
350,Inta,RU,4.91,light snow,66.0317,60.1659,Apartments in Inta city
351,Betare Oya,CM,64.45,few clouds,5.6,14.0833,Auberge Tembina Betaré Oya
352,Barwadih,IN,56.88,clear sky,23.8333,84.1167,Forest Rest House
354,San Julian,MX,62.76,broken clouds,21.0167,-102.1667,La Nueva España
356,Kirkwall,GB,33.8,few clouds,58.9848,-2.9587,Ayre Hotel
357,Finschhafen,PG,86.54,overcast clouds,-6.6024,147.8681,Cossam Guest House
358,Colwyn Bay,GB,45.0,light rain,53.2948,-3.7267,Bryn Woodlands House
359,Kvarkeno,RU,33.71,overcast clouds,52.0833,59.725,"Ooo ""Kvarkeno"""
360,Meadow Lake,US,57.99,broken clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
361,Mozhga,RU,10.83,overcast clouds,56.4447,52.2276,Mini Hotel Veshnyaki
362,Grindavik,IS,35.6,clear sky,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
364,Ukiah,US,46.4,scattered clouds,39.1502,-123.2078,Hampton Inn Ukiah
365,Natal,BR,80.6,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
366,Biltine,TD,67.15,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
367,Shimoda,JP,50.0,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
368,Husavik,IS,15.8,clear sky,66.0449,-17.3389,Bjarnabúð
369,Samandag,TR,50.0,scattered clouds,36.0842,35.9771,Anadolu Palace Hotel
370,Englewood,US,45.0,light rain,39.6478,-104.9878,InTown Suites Extended Stay Denver CO - Englewood
371,Itarema,BR,79.34,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
372,Sinnamary,GF,78.06,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
373,Birin,NP,50.05,clear sky,26.8865,88.0718,Sangam hotel and lodge
374,Dekernes,EG,64.4,few clouds,31.0876,31.595,زكريا عبد الفتاح سليم
375,Oldebroek,NL,46.0,overcast clouds,52.445,5.9014,Elburg Hotel & Stadscafé the Tapperij
376,Petatlan,MX,72.64,clear sky,17.5167,-101.2667,Hotel California Petatlán
377,Oksfjord,NO,28.99,light snow,70.2396,22.3479,Bobo
378,Puerto Del Rosario,ES,60.8,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
379,Vao,NC,78.69,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
380,Bonga,ET,60.21,clear sky,7.2833,36.2333,Noona Noona Hotel
381,Vilnius,LT,24.01,overcast clouds,54.6892,25.2798,Amberton Cathedral Square Hotel Vilnius
382,Tura,IN,63.5,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
383,Bosaso,SO,68.02,clear sky,11.2842,49.1816,Red Sea Hotel
384,Huarmey,PE,70.07,broken clouds,-10.0681,-78.1522,Hotel Miramar
385,Mercedes,AR,68.0,broken clouds,-34.6515,-59.4307,Posada del Inti Centro
386,Roald,NO,21.2,clear sky,62.5833,6.1333,Flem Cabins
387,Izberbash,RU,37.4,fog,42.5696,47.8645,Ramina
388,Tommot,RU,-19.79,overcast clouds,58.9564,126.2925,Gostinitsa Tommot
389,Sur,OM,65.28,clear sky,22.5667,59.5289,Sur Plaza Hotel
390,Imbituba,BR,80.6,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
391,Codrington,AU,79.66,moderate rain,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
392,Jasper,US,51.8,clear sky,37.2001,-94.3502,Guest House Motel
393,Bafra,TR,39.2,clear sky,41.5678,35.9069,Sevgi Otel
394,Betamcherla,IN,65.71,scattered clouds,15.4667,78.1667,SHAFI SLAB POLISHING INDUSTRIES
395,Nelson Bay,AU,88.0,clear sky,-32.7167,152.15,Mantra Nelson Bay
396,Kikwit,CD,70.43,overcast clouds,-5.041,18.8162,Guest L'Amour
399,Thessalon,CA,17.6,clear sky,46.2501,-83.5666,Carolyn Beach Inn & Restaurant
400,Aklavik,CA,-36.4,few clouds,68.2191,-135.0107,Aklavik Inn
401,Yazman,PK,53.49,broken clouds,29.1212,71.7446,Jamal sons showroom
402,Hirara,JP,69.8,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
403,Zanjan,IR,34.63,clear sky,36.6736,48.4787,Qasr Hotel
404,Nurota,UZ,39.2,mist,40.5614,65.6886,Guest House Ruslan Nurata & Tours
406,Muisne,EC,77.56,light rain,0.6,-80.0333,Quinta Samay
408,Port-Gentil,GA,81.23,overcast clouds,-0.7193,8.7815,Fengshui Residence
409,Neuquen,AR,68.0,clear sky,-38.9516,-68.0591,Hotel del Comahue
410,Dawei,MM,83.62,clear sky,14.0833,98.2,Hotel Dawei
411,Pustoshka,RU,12.69,overcast clouds,56.3355,29.369,Yubileinaya Hotel
413,At-Bashi,KG,6.58,clear sky,41.1702,75.8106,Hostel At-Bashy
414,Iwaki,JP,48.99,clear sky,37.05,140.8833,Toyoko Inn Iwaki Ekimae
415,Aviles,ES,51.01,clear sky,43.5547,-5.9248,Hotel NH Collection Palacio de Avilés
417,Nicoya,CR,77.0,clear sky,10.1483,-85.45200000000001,Guayacan Real
418,Kensington,AU,81.0,scattered clouds,-33.9167,151.2167,Stamford Plaza Sydney Airport Hotel & Conference Centre
419,Bonavista,CA,46.0,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
420,Orocue,CO,84.83,overcast clouds,4.7912,-71.3354,Hotel Brisas de San Miguel
421,Kharp,RU,-4.59,few clouds,66.8014,65.8081,"Hotel ""Sob"""
422,West Plains,US,39.99,clear sky,36.7281,-91.8524,West Plains Motel
423,Dongsheng,CN,22.39,clear sky,39.8161,109.9776,Crowne Plaza Ordos
424,San Ignacio,BZ,66.0,clear sky,17.1561,-89.0714,Rainforest Haven Inn
425,Khani,GE,37.4,clear sky,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
426,Amahai,ID,86.88,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
427,Angoche,MZ,76.84,light rain,-16.2325,39.9086,Guest House HESADA
428,Budogoshch,RU,19.26,snow,59.2816,32.4707,Piligrim
429,Jacksonville,US,46.4,few clouds,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
430,Channel-Port Aux Basques,CA,39.34,light rain,47.5702,-59.1367,St. Christopher's Hotel
431,Kulhudhuffushi,MV,81.7,scattered clouds,6.6221,73.07,Haajy Guest House 1
432,Qesarya,IL,60.01,clear sky,32.5189,34.9046,Dan Caesarea
434,Caetite,BR,67.84,overcast clouds,-14.0694,-42.475,Hotel Porto do Sol
435,Goderich,CA,14.0,clear sky,43.7501,-81.7165,Harmony Inn
436,Saldanha,ZA,60.8,clear sky,-33.0117,17.9442,Blue Bay Lodge
437,Sistranda,NO,15.8,few clouds,63.7256,8.834,Hotell Frøya
438,San Luis,AR,64.6,clear sky,-33.295,-66.3356,Huarpes Hotel
439,Hangu,CN,37.4,clear sky,39.2489,117.7892,Chongli Xuexiang Family Express Inn
440,Pisco,PE,71.6,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
441,Shangrao,CN,54.99,overcast clouds,28.4532,117.9686,Boyue boutique Hotel
442,Paamiut,GL,9.03,clear sky,61.994,-49.6678,Yeet Hotel
443,Chiautla,MX,66.2,clear sky,19.5333,-98.8833,Xcoco Inn
444,Sauda,NO,19.0,clear sky,59.6506,6.3542,Klover Hotel
445,Galle,LK,76.73,scattered clouds,6.0367,80.217,Amangalla
446,Saint Anthony,US,32.0,light snow,45.0205,-93.21799999999999,Holiday Inn Express Roseville-St. Paul
447,Las Palmas,ES,60.8,clear sky,28.4204,-14.0131,Casillas De Morales 59.
448,Haines Junction,CA,-18.4,overcast clouds,60.7522,-137.5108,Parkside Inn
449,Charagua,BO,65.86,overcast clouds,-19.8,-63.2167,Residencial Luismar
452,Stepnoye,RU,34.0,light rain,51.4,46.8667,"Hotel Valentine, Haute-Garonne"
453,Bondoukou,CI,71.85,clear sky,8.0333,-2.8,Prestige Hotel
454,Cairns,AU,90.0,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
455,Owatonna,US,30.99,scattered clouds,44.0839,-93.226,Executive Inn Owatonna
456,Springbok,ZA,60.28,clear sky,-29.6643,17.8865,Undulata Country Lodge
457,Ternate,ID,84.04,overcast clouds,0.8,127.4,Grand Dafam Bela Ternate
458,Lasa,IT,37.99,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
459,Cukai,MY,77.0,scattered clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
460,Hihya,EG,62.6,scattered clouds,30.6713,31.588,مضيفة المركز
461,Lambarene,GA,76.17,overcast clouds,-0.7001,10.2406,Le Refuge
462,Constitucion,CL,64.85,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
463,Madhupur,IN,58.53,clear sky,24.25,86.65,Hotel Kumar International
464,Ust-Ishim,RU,2.86,broken clouds,57.6935,71.1665,"Velichko T.p., Gostinitsa"
465,Tocoa,HN,65.01,broken clouds,15.6833,-86.0,GRAN HOTEL SANABRIA
466,Beringovskiy,RU,2.05,overcast clouds,63.05,179.3167,Beringgorski
467,Ozark,US,46.99,broken clouds,37.0209,-93.206,Americas Best Value Inn Ozark Springfield
468,Izumo,JP,46.4,broken clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
469,Felanitx,ES,53.6,mist,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
470,Srisailam,IN,63.57,clear sky,16.0833,78.8667,Vasavi Satram
471,Santiago Del Estero,AR,70.23,broken clouds,-27.7951,-64.2615,Hotel Urbano
473,Karwar,IN,73.53,clear sky,14.8,74.1333,Netalco Connects
474,Deputatskiy,RU,-25.28,overcast clouds,69.3,139.9,Baza Otdykha
475,Norfolk,US,32.0,overcast clouds,42.1668,-71.2495,Residence Inn by Marriott Boston Norwood/Canton
476,Weinan,CN,44.01,clear sky,34.5036,109.5089,Thank Inn Chain Hotel shanxi weinan linwei district jiefang road
477,Northam,GB,42.01,clear sky,51.0333,-4.2167,Durrant House Hotel
478,Rantepao,ID,76.82,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
479,Talcahuano,CL,55.4,fog,-36.7167,-73.1167,Hotel Terramar
480,Puerto Narino,CO,77.0,few clouds,-3.7703,-70.3831,Eware Refugio Amazonico
481,Khairpur Nathan Shah,PK,55.76,clear sky,27.0936,67.7337,Shoukat Hussain Hotal
482,Tupik,RU,-24.88,few clouds,54.4253,119.9327,Guest House Orkhideya
483,Beian,NO,15.8,few clouds,63.6559,9.5683,"Fjord-Fishing AS, Property & Housing Co."
484,Broome,US,28.0,overcast clouds,42.2506,-75.833,Chenango Valley State Park
485,Portoferraio,IT,57.99,overcast clouds,42.8115,10.3146,Hotel Villa Ombrosa
486,Ciudad Bolivar,VE,80.17,scattered clouds,8.1222,-63.5497,Hotel Edi
488,Muslyumovo,RU,18.99,light snow,55.3033,53.1947,"""Kunakkhana"""
489,Yaring,TH,78.8,few clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
490,Richards Bay,ZA,74.05,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
491,Villa Carlos Paz,AR,63.0,clear sky,-31.4241,-64.4978,Monte Carlo
493,Ewa Beach,US,75.2,light rain,21.3156,-158.0072,Base Lodging
494,Benguela,AO,73.58,clear sky,-12.5763,13.4055,Hotel Praia Morena
495,Jalu,LY,53.82,clear sky,29.0331,21.5482,صاحبة الفخامة
496,Nortelandia,BR,73.24,broken clouds,-14.4547,-56.8028,Hotel Karysmã
497,Hay River,CA,-13.0,overcast clouds,60.8156,-115.7999,Ptarmigan Inn Hotels
498,Puri,IN,62.6,mist,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
499,Dudinka,RU,-13.47,overcast clouds,69.4058,86.1778,Hotel Viktoria
500,Whitianga,NZ,71.37,clear sky,-36.8333,175.7,Beachside Resort Whitianga
502,Deep River,CA,28.4,clear sky,46.1001,-77.4995,Deep River Motel
504,Knysna,ZA,60.8,clear sky,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
506,Pandua,IN,59.0,mist,23.0833,88.2833,Marriage Registry Office Joypur Road
507,San Cristobal,VE,67.64,broken clouds,7.7669,-72.225,Pirineos
508,Imeni Vorovskogo,RU,30.2,light snow,55.7233,38.3414,"Snt ""Druzhba"""
509,Soledad,CO,77.0,few clouds,10.9184,-74.7646,Cartagena Marlin hostel
510,Victor Harbor,AU,66.2,moderate rain,-35.5667,138.6167,McCracken Country Club
512,Medea,DZ,51.31,overcast clouds,36.2642,2.7539,Hôtel M'Sallah
513,Santiago,CL,77.0,clear sky,-33.4569,-70.6483,Sheraton Santiago Hotel and Convention Center
514,Jieshi,CN,66.0,clear sky,22.8134,115.8257,Yuehai Hotel
515,Llanes,ES,57.99,broken clouds,43.4198,-4.7549,Hotel La Paz
516,Yenagoa,NG,77.77,clear sky,4.9247,6.2642,Aridolf Resort Wellness and Spa
517,Kyshtovka,RU,1.98,scattered clouds,56.555,76.6271,Uyutnaya Mini-Hotel
519,Sinazongwe,ZM,73.92,light rain,-17.2614,27.4618,Lakeview Lodge
521,Madison,US,36.0,clear sky,34.7334,-86.5667,Embassy Suites by Hilton Huntsville Hotel & Spa
523,Esil,KZ,25.03,light snow,51.9556,66.4042,Egorkino Hotel
525,Waingapu,ID,78.42,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
526,Rocha,UY,66.24,overcast clouds,-34.4833,-54.3333,Beleza Pura B&B
527,Valparaiso,CL,63.0,mist,-33.0393,-71.6273,Hotel Ultramar
528,Ceres,US,53.01,clear sky,37.5949,-120.9577,Howard Johnson by Wyndham Modesto Ceres
529,Guilin,CN,59.0,mist,25.2819,110.2864,Grand 0773 Hotel
530,Lukulu,ZM,64.17,overcast clouds,-14.3707,23.241999999999997,Ruth Guest House
531,Khorramshahr,IR,53.6,clear sky,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
532,Capaci,IT,62.6,clear sky,38.1711,13.2393,Hotel Sirenetta
534,Houma,US,48.99,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
536,Nefteyugansk,RU,5.0,light snow,61.0998,72.6035,Royal Plaza
537,Shahr-E Kord,IR,19.4,clear sky,32.3256,50.8644,Shahrekord Tourist Hotel
539,Katsuura,JP,53.6,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
540,Kaseda,JP,51.8,scattered clouds,31.4167,130.3167,Sun Stay Kaseda
542,Cap Malheureux,MU,75.99,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
543,Isiro,CD,67.71,few clouds,2.7739,27.616,Guest House Hewa Bora
545,Dickson,US,32.0,clear sky,36.077,-87.3878,East Hills Bed & Breakfast Inn
546,Nichinan,JP,59.0,few clouds,31.6,131.3667,Guest House Aki
547,Aberdeen,GB,36.0,light snow,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
548,Ambon,ID,91.4,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
549,Kapuskasing,CA,19.4,overcast clouds,49.4169,-82.4331,Park Inn Motel
550,Batemans Bay,AU,79.0,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
552,Balkhash,KZ,14.0,fog,46.843999999999994,74.9804,Family
553,Prince Rupert,CA,39.2,light rain,54.3161,-130.3201,Crest Hotel
554,Touros,BR,78.8,few clouds,-5.1989,-35.4608,INN NEW HORIZON
556,Muhos,FI,14.0,light snow,64.808,25.9931,Montta - active camping / campsite Montan
558,Caravelas,BR,75.88,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
559,Kununurra,AU,78.8,broken clouds,-15.7667,128.7333,Hotel Kununurra
560,Abu Zabad,SD,74.25,scattered clouds,12.35,29.25,حامد محمد نور
561,Komsomolskiy,UZ,28.4,clear sky,40.4272,71.7189,Ikathouse
562,Vestmanna,FO,32.0,scattered clouds,62.1564,-7.1664,Budget Guesthouse Borgustova
563,Sioux Lookout,CA,28.4,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
564,Pskov,RU,19.4,light snow,57.8136,28.3496,Zolotaya Naberezhnaya
565,San Mateo Del Mar,MX,73.62,clear sky,16.2,-95.0,
566,Rock Sound,BS,66.92,clear sky,24.9,-76.2,Rock Sound Club
567,Argelia,CO,67.64,light rain,2.2556,-77.2488,Hotel San Fernando Argelia
568,Aksu,CN,20.37,clear sky,41.1231,80.2644,Pudong Holiday Hotel
569,Santa Fe,AR,73.0,clear sky,-31.6333,-60.7,Conquistador Hotel
570,Aquidauana,BR,79.45,overcast clouds,-20.4711,-55.7872,HOTEL ARARAS
571,Mbuji-Mayi,CD,69.82,overcast clouds,-6.15,23.6,HOTEL METROPOLE DU KASAI
572,La Rioja,ES,48.2,mist,42.25,-2.5,Casa Concejos
573,Cocorit,MX,70.25,overcast clouds,27.5833,-109.9667,Kaba Motel
574,Fortuna Foothills,US,75.0,clear sky,32.6578,-114.4119,Fortuna De Oro RV Park
575,Aloleng,PH,81.52,clear sky,16.1307,119.7824,Agno Umbrella Rocks
576,Bushehr,IR,60.8,clear sky,28.9684,50.8385,Yas Hotel
577,Luancheng,CN,37.4,overcast clouds,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
578,Zaltan,LY,60.22,clear sky,32.946999999999996,11.8665,زلطن الشرقية
579,Wattegama,LK,77.0,light rain,6.7989,81.4808,
580,Regina,CA,-2.2,few clouds,50.4501,-104.6178,Quality Hotel
581,Chabahar,IR,65.98,clear sky,25.2919,60.643,هتل گدروشیا
582,Pasighat,IN,65.34,broken clouds,28.0667,95.3333,Siang Guest House
583,Burshtyn,UA,39.4,overcast clouds,49.2587,24.6278,Suputnyk
584,Koungou,YT,78.8,overcast clouds,-12.7336,45.2042,Villa Netibor
585,Mount Gambier,AU,78.8,overcast clouds,-37.8333,140.7667,Commodore on the Park
586,Marzuq,YE,52.7,clear sky,14.4,46.4667,
587,Tateyama,JP,52.0,clear sky,34.9833,139.8667,Tateyama Seaside Hotel
588,Camacha,PT,53.6,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
589,Batala,IN,51.8,broken clouds,31.8186,75.2028,Hotel Metro'z Bal'z
590,La Baule-Escoublac,FR,50.0,light rain,47.2922,-2.364,Hôtel Barrière Le Royal La Baule
591,Chilca,PE,75.99,light rain,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
592,Port Blair,IN,80.76,broken clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
593,Semme,FR,44.01,clear sky,46.1963,1.5007,Inter-Hotel Alexia
594,Cuamba,MZ,68.97,overcast clouds,-14.8031,36.5372,Hotel Vision
595,Vite,IN,63.7,clear sky,17.2833,74.55,Government Hostel
596,Durango,MX,61.18,broken clouds,24.8333,-104.8333,
597,Inverell,AU,90.0,few clouds,-29.7833,151.1167,Sapphire City Motor Inn
598,Ayan,RU,-21.17,overcast clouds,56.45,138.1667,Gostinitsa
599,Santa Rosa,PH,82.99,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
600,Alcudia,ES,52.0,overcast clouds,39.8532,3.1214,Zafiro Tropic
601,Bandarbeyla,SO,70.29,clear sky,9.4942,50.8122,JABIR HOTEL
602,Rio Gallegos,AR,62.6,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
603,Moussoro,TD,69.37,scattered clouds,13.6408,16.4901,Pharmacie alnadja Moussoro
604,Uzhur,RU,14.88,overcast clouds,55.3036,89.8339,"Gostinitsa ""Turist"""
605,Puerto El Triunfo,SV,69.8,clear sky,13.2833,-88.55,Hotel Jardin
606,Mazyr,BY,33.8,overcast clouds,52.0495,29.2456,Euro Mini-Hotel
607,Cayenne,GF,80.6,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
608,Caluquembe,AO,63.09,broken clouds,-13.7833,14.6833,
609,Bonnyville,CA,1.4,light snow,54.2668,-110.735,Best Western Bonnyville Inn & Suites
610,Calamar,CO,78.8,clear sky,10.2511,-74.9146,Hostal Katyalex
611,Sompeta,IN,68.72,clear sky,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
612,Zemio,CF,76.28,overcast clouds,5.0314,25.1361,OCHA Office
613,Kavaratti,IN,81.34,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
614,Hagere Hiywet,ET,56.44,few clouds,8.9833,37.85,Hot Springs Resort
615,Isla Vista,US,60.01,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
616,Ihosy,MG,69.22,overcast clouds,-22.4,46.1167,Tamana Hôtel
617,Bilgi,IN,64.58,clear sky,16.35,75.6167,Kenada Lodge
618,Mayor Pablo Lagerenza,PY,78.94,overcast clouds,-19.9309,-60.7718,
619,Buala,SB,81.12,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
620,Conceicao Do Araguaia,BR,75.6,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
621,Solnechnyy,RU,-15.81,few clouds,50.7214,136.6319,Hotel complex Pastoral
622,Slave Lake,CA,-9.4,broken clouds,55.2834,-114.76899999999999,Super 8 by Wyndham Slave Lake AB
623,Seddon,AU,84.2,light rain,-37.8068,144.8916,AKOM AT DOCKLANDS
624,Cockburn Town,TC,72.77,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
625,Ankazoabo,MG,74.88,clear sky,-22.2833,44.5167,ENCEIN BUREAU CISCO
626,Usak,TR,41.22,clear sky,38.5,29.4167,
627,Jaru,BR,76.77,broken clouds,-10.4389,-62.4664,Hotel Paraná
628,San Pedro,PH,84.99,few clouds,14.35,121.0167,OYO 412 Viewfort Venue
629,Arcachon,FR,51.8,clear sky,44.5875,-1.0519,Hôtel All Suites Le Teich
630,Capitao Poco,BR,73.53,overcast clouds,-1.7464,-47.0594,Hotel New Tokyo
631,Kiruna,SE,15.8,clear sky,67.8557,20.2251,Camp Ripan
632,Russell,US,41.0,clear sky,32.3502,-85.1999,Macs
633,Male,MV,82.4,broken clouds,4.1748,73.5089,Hotel Octave Maldives
634,Kongolo,CD,68.99,overcast clouds,-5.3833,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
635,Kitui,KE,60.94,clear sky,-1.367,38.0106,Heritage Bliss Hotel
636,Gagarin,RU,22.93,overcast clouds,55.5529,34.9954,Vostok
637,Mehran,IR,41.0,clear sky,33.1222,46.1646,بوتیک زنانه بهار
638,Sidi Ali,DZ,55.02,overcast clouds,36.0998,0.4206,
639,Kaeo,NZ,73.62,scattered clouds,-35.1,173.7833,Bushido Lodge
640,Seoul,KR,26.6,clear sky,37.5683,126.9778,Lotte Hotel Seoul
641,Taksimo,RU,-21.14,overcast clouds,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
642,Veinticinco De Mayo,AR,68.0,broken clouds,-35.4323,-60.1727,Estancia La Rosada
643,Kelso,US,43.0,overcast clouds,46.1468,-122.9084,GuestHouse Kelso Longview
644,Ouango,CF,78.69,overcast clouds,4.3133,22.5552,
645,Zelenogorskiy,RU,19.4,light snow,55.0333,87.0,"Ooo Rts ""Renessans"""
646,Angamali,IN,73.4,mist,10.2,76.4,Quality Airport Hotel
647,Kyren,RU,20.08,overcast clouds,51.6828,102.1408,"Energetik, Pansionat Ooo ""Grand Baykal"""
648,Matoury,GF,80.6,broken clouds,4.8483,-52.3317,Hôtel La Marmotte
649,Sinop,TR,47.43,overcast clouds,41.7711,34.8709,
650,Semnan,IR,41.49,overcast clouds,35.5729,53.3971,Semnan Tourist Hotel
651,Ialibu,PG,68.36,scattered clouds,-6.2821,143.9935,Eastwood Guesthouse
652,Terra Roxa,BR,73.0,overcast clouds,-23.8557,-50.0314,
653,Estelle,US,53.01,broken clouds,29.8458,-90.1067,Ohio
654,Padang,ID,84.2,scattered clouds,-0.9492,100.3543,Mercure Padang
655,Ambulu,ID,83.68,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
656,Gilgit,PK,27.84,overcast clouds,35.9221,74.3087,Tourist Hamlet Gilgit
657,Byron Bay,AU,84.2,few clouds,-28.65,153.6167,Backpackers Inn on the Beach
658,Ranong,TH,82.4,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
659,Palmer,US,32.0,overcast clouds,42.1584,-72.3287,Wedgewood Motel
660,Vila Velha,BR,78.8,scattered clouds,-20.3297,-40.2925,Hotel Vitória Palace
661,Hualmay,PE,70.84,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
662,Saravan,AM,30.2,few clouds,39.7196,45.6483,
663,Bonthe,SL,77.58,clear sky,7.5264,-12.505,Bonthe Holiday Village
664,Alofi,NU,80.6,light rain,-19.0595,-169.9187,Taloa Heights
665,Morogoro,TZ,73.4,broken clouds,-6.8167,37.6667,Nashera Hotel
666,Manavalakurichi,IN,80.6,haze,8.1333,77.3,Udaya Boys Hostel
667,Jilib,SO,69.28,clear sky,0.4883,42.7854,
668,Lubango,AO,62.56,overcast clouds,-14.9172,13.4925,Hotel Serra da Chela
669,Turukhansk,RU,-5.91,light snow,65.8167,87.9833,"ООО ""Туруханская пушнина"""
670,Nagato,JP,46.4,broken clouds,34.3833,131.2,いそう庵
671,Hecun,CN,42.44,overcast clouds,36.5333,114.1111,Yijia Hotel
672,Aksarka,RU,-7.46,overcast clouds,66.5606,67.7975,
